,lmp_node,matched_source_sink,match_score
8984,DPC GRENWDPC GRENWD1,GRE.REC.CC1_DC,59
8985,CWLD REBEL_A RH_T1,CWLD.PLANTD8,53
8986,EAI FAUNLR LT1,EAI.NLRLD,70
8987,EES DELTA6 T5,EES.DERSLD,61
8988,SIGE SIG_MBRY T3,SIGE.SIGW,56
8989,EES DODSON T2,EES.CONC,57
8990,OTP PICKERT PICKER3,WEC.ROOT_PIKE,50
8991,WR MPUA WEDE-73,WR.MEUCLADD,54
8992,BREC THRUSTON THRUSTON1,MEC.SOTHRNHL1,56
8993,AMIL EMAINST EMST_3373,AMIL.AMILSES,59
8994,EAI OLA LT2,EAI.EAILD.RLA,67
8995,NSP ST_PETER TR1_LD,NSP.ST_PETER,77
8996,AMMO WAT WAT_79,AMMO.WVPA_3.AZ,69
8997,MEC ENTRPQEW QEW8T2,MEC.CENTURY_1,50
8998,DECO TAMRK BYRONTAMRK1,DECO.BROOKFLD1,56
8999,CIN SPICELND BK2_69,CIN.MARKLND.2,56
9000,NIPS ROSS1 ROSS,NIPS.ROSEWRWF,64
9001,ALTE RIPON RIP_Y-157,ALTE.SPRINGFD,55
9002,WPS HILLTOP2 LD_T1,WPS.FOX_CT1,55
9003,CONS CANAL_5 T2,CONS.ALCONA,62
9004,MEC TRCYREC TRACYR1,MEC.PRAIRIE,53
9005,EES MKT_ST T4,EES.MTCPSST1,64
9006,MEC LOGAN_NS LOGAN1,MEC.MEAN_3.AZ,56
9007,AMMO WAT WAT_74,AMMO.WVPA_3.AZ,69
9008,CONS BATSE BATSE_T1,CONS.BSE.CEC,65
9009,CLEC BYUVISTA T1,CLEC.CPWR_1.AZ,53
9010,EES SEMERD SLEMCO_TOT,EES.SLEMCO,65
9011,EAI ELDMON T2,EAI.EAILD,64
9012,EAI HSSOTH LT2,EAI.PMISTSOL,62
9013,DPC GSLKDPC GSLK1,DPC.DPC,58
9014,EES FISHCR T_1,EES.FRONT_TX1,67
9015,CONS DIETZ DIETZ_T1,CONS.GRATIOT1,56
9016,CONS EJACKSON LD1,CONS.JAXON_1,69
9017,SME BAY_SPRI LD_BAYSPRING2,SME.PALDNG.ARR,55
9018,CONS SUGTK SUGTK_T2,CIN.SUCRKGT2,58
9019,EES PVILLE T2,EES.PERVL2_CT,62
9020,EES BUNGUL T66,EES.BYGL,64
9021,ALTW PRAR_CK PRAR_C11,ALTW.PRARC1,69
9022,DECO IVY_TP IVYIVY_TP1,DECO.WILMTP11,51
9023,EES GTN T1,EES.LONSTR1,67
9024,EES BRAGG T1,EES.ETMP_1.AZ,64
9025,DECO SIXMJ SIXMISIXMJ1,DECO.MISEC,50
9026,EES VULCHL T2,EES.UCB,60
9027,AMMO OFAL OFAL_75,AMMO.CALF_1.AZ,65
9028,OTP KARLSTD KARLST2,OTP.MRES.HILS,56
9029,OTP PARK_MPC TR_XCEL,OTP.MPC.COYT1,48
9030,GRE FRAZRBAY GRE_TR1,GRE.TEA_1.AZ,62
9031,EAI HALIDY T1,EAI.EAILD,64
9032,AMMO CNTYLINE CNTYLINE,AMMO.CENT,58
9033,ALTW CLARKRD CLARKR1,ALTW.ARMST.ARR,65
9034,SIGE SIG_EAST T2,SIGE.SIGW,64
9035,EMBA CRLTDP J6810_LOAD,DPC.NWELOAD,48
9036,CONS MSKPR MSKPR_T1B,CONS.SPRTN,60
9037,EES BRADYH T1,EES.BRAZLD,70
9038,GRE LKJENNIE GRE_TR1,GRE.NSP.GREC,56
9039,LAGN LEBL LEBL,CONS.LBWL.CSEL,57
9040,CWLP DALLMAN LDGS3,CWLP.DALLMA83,77
9041,EAI HICKMANN LT2,AMMO.HANN.LD,57
9042,ALTW RINGWD RINGWD1,ALTW.INDEPWIND,67
9043,DECO RAMSY1 CLINTRAMSY_2,DECO.BLR2.DEMO,53
9044,EMBA RAGSDL T3,EMBA.RGDS,70
9045,EES WDN T1,EES.ETILD,63
9046,CONS LNRDX LNRDX_T2,CONS.LUDINGTN2,61
9047,CONS DENNISO DENNIS_T1,CONS.GENESEESO,61
9048,ALTW HANLNTN HANLNT1,ALTW.HAHN.ARR,61
9049,EES GONZAL T1,EES.LONSTR1,67
9050,LAGN MELC MELC,MEC.AMES,64
9051,ALTW SBLEY SBLEY1_ALTW,ALTW.ALTW,58
9052,ALTW ARMSTGAL ARMSTG_ALTWT41,ALTW.ARMST.ARR,62
9053,NSP BLVDRMLS BLVDRM1,NSP.FLAMBHYDRO,53
9054,EES BEAURG T2,EES.MORTN2.ARR,67
9055,HE GPC MT2,DPC.EKM2,67
9056,CIN RIVRDG_G BK1,CIN.MARKLND.1,55
9057,EES RUSAGE T1,EES.SABINE1,67
9058,AMIL SCAB SCAB,AMIL.CASS,70
9059,BREC THRUSTON THRUSTON2,BREC.SEBREESO,50
9060,EES BCONE BC1AUX,EES.CONWAY.ARR,60
9061,CONS POTRX POTRX_T1,CONS.COVRT1_ST,61
9062,AMIL NDECATUR NDEC_3375,AMIL.DEB.NAH,57
9063,CIN DUDLYTWN BK1_69,CIN.MARKLND.1,50
9064,CLEC RAMSAY 6A,CLEC.DPS.ARR,62
9065,EES TGW T1,EES.TAFTCOGEN,61
9066,SME TWKT13 LD_TWINKLETOWN,ALTE.TOWNEST11,51
9067,AMMO DORT XF_1,AMMO.MORUCTG1,67
9068,CONS WLMTX WLMTX_T1,CONS.LBWL.CSEL,55
9069,ALTW WHITOAK WHITOAK1,TVA.WHITEOAK,61
9070,AMIL NLT_AMRN NLONDON_AMRN,AMIL.DEB_ALTON,55
9071,MIUP GOETZVIL L1,MIUP.GARSPV1,57
9072,CONS EDWDS_CE TRF_2,CONS.CRESCENT,62
9073,MIUP KINCHLOE L1,MIUP.CLOV,64
9074,ALTW ORIENTMU ORIENT1,ALTW.NCENT.ARR,57
9075,AMIL POCAHMU POCAH_AMRN,AMIL.MAROA.MVP,54
9076,DPC EAGLEDPC EAGLED1,DPC.DPC,52
9077,EES FLANRY T1,EES.LKCHAR_CT1,67
9078,DECO SIGELTEC TRF_1,DECO.SIGEL1,73
9079,AMIL CRRO_GRD CRRO_1,AMIL.COG_ACOGG,65
9080,WPS ELLINWOO BK-3,ILLINOIS.HUB,55
9081,MDU LEOLAMDU LEOLA1MDU,MDU.ELLNDL_LD,57
9082,DECO ALNPK3TP ALNPK3TPSYRAC1,ALTW.DAEC.ARR,49
9083,ALTW CHADWIK CL1,ALTW.HAWKEYE1,69
9084,OTP N_JAMS N_JAMS1,OTP.JAMSPK1,62
9085,EAI LR_ARC T1,EAI.H_SPR1_CT1,67
9086,EES RACELA T1,EES.RICE1,73
9087,CIN HESOL BK1_69,CIN.HENRYCO.1,62
9088,LAGN ELIZ ELIZ,EAI.EAILD.RLA,59
9089,LAGN RSTE RSTE,GRE.GRE,57
9090,NSP FREEPRT FREEPR1,NSP.MMPA.FEP,58
9091,MEC FT_DODG TR2,DECO.TURTLE2,52
9092,MEC SOUTHLND BLDG4B,MEC.SOTHRNHL1,56
9093,MGE SPRECHER SPR_T32,NSP.ST_PETER,50
9094,MP BAXTER2 TR_MP_1,MP.MPM_1.AZ,62
9095,CONS BRKNR BRKNR_T1,CONS.COBB.ARR,56
9096,SIGE SIG_FAIR T2,SIGE.WAR4SIGE,62
9097,ALTW MCNEAST MCNEAS1,ALTW.MRES_1.AZ,59
9098,CONS METRX METRX_T1,CONS.PINERVR1,56
9099,NIPS NEWBURY NEWBURY,NSP.NEW_PNEW_,55
9100,CWLP AMOS0001 AMOS691,AMMO.WFSP,47
9101,DECO EVRGN EVRGNOLSON1,DECO.RPSON.MVP,61
9102,MP FINLAND FINLAN1,MP.FONDLA1,57
9103,WEC TYRANENA LAK_TYRANENA_1,GRE.REC.DATA,46
9104,EMBA GRNVLN T1,EMBA.PRVS,61
9105,ALTW MILOMA GRE_TR1,ALTW.MONTA.ARR,67
9106,LAGN OKDL OKDL,NSP.ODELL.WND,52
9107,SIGE 10PIONER M1,SIGE.POSYSLR1,62
9108,CONS BSTAR BSTAR_T1,EES.BASTR1.ARR,61
9109,MEC SHEFLD SHEFLD1,MEC.SHENDO_1,60
9110,SIGE SIG_HRSH T1,SIGE.SIGW,56
9111,SME SMDL13 LD_SMITHDALE,MEC.DIAMNDTR1,50
9112,ALTE REEDSBU6 REE_SUB6_12KV,ALTE.BVRDAM,47
9113,EES CHAMPG T3,EES.DOWCHEMPK,62
9114,MEC SUB_107 QC7TR1,MEC.VICTRM_1,60
9115,MIUP HEMLOCK HEM_L249,MIUP.CHALKHILL,51
9116,CONS CLYTN CLYTN_T1,CONS.CCG_1.AZ,56
9117,BREC NUCKOLS NUCKOLS,BREC.NIPS.GRSL,53
9118,EES PTNIC T1,EES.NINEM6_CT1,69
9119,CIN ELILILLY BK5_69,CIN.NOBLEVL.5,50
9120,EES NOPS AUX_2000,EES.CC.NOPS,64
9121,LAGT NWLN_L NWLN,LAGN.LAGN,56
9122,SIGE SIG_ASHL T1,SIGE.SIGW,56
9123,ALTW WILWCKT WILWCK1,ALTW.LKFLD.IPL,59
9124,MEC WATERW TR1,WR.MEUCFRED1,62
9125,ALTE PARKVIEW PVW_T41,ALTE.WRIVS_ST1,63
9126,ALTW KLEM KLEM1,ALTW.LIMEC1,69
9127,EES CLDS16 T2,EES.CALCAS1_CT,59
9128,CONS DUTTONJ T1,CONS.GRATIOT1,64
9129,ALTW RYANSTH RYANSOUTH,ALTW.SOUTH.FRK,61
9130,NIPS BASSLAK3 BASSLAKE,NIPS.BAILY.ARR,56
9131,CWLP INTERSTA INTERSTA1381,CWLP.INTERSA81,70
9132,CLEC NORBND C_CARBON,CLEC.DPS.ARR,56
9133,EAI RUTFRD LT2,EAI.NLRLD,61
9134,NIPS ROYALOUT ROYALOUT,NIPS.PRATTIND,51
9135,EES GEI T2,EES.ETEC,67
9136,LAGT BRKC_L BRKC,BREC.BREC,56
9137,DECO CARSN TRF_1,DECO.GDRRF.ARR,67
9138,SME SCHL13 LD_SCHLATER,SME.MS_SOLAR3,57
9139,CONS WESTFENT TB1,CONS.CRESCENT,67
9140,CIN CAMBRDG2 BK1_69,CIN.CAYUGA.1,58
9141,ALTE MINERALP MIP_T41,ALTE.PAR_1.AZ,59
9142,ALTE WPK WPK_T41,ALTE.WPPI_1.AZ,67
9143,AMIL MTVRNON0 TR1_3,AMIL.REN1,57
9144,CWLD BOLSTAD BD_T1,OTP.BRDRS1.WND,56
9145,WPS GLORYRD LD_T2,WPS.FORWARD_LD,65
9146,ALTW MINERPT CL1,ALTW.CC.EMERY2,67
9147,SOCO ESCTWPS LD_ESCATAWPA_S,CONS.PAL_WPSC,45
9148,CIN GESSIE BK1_69,SIGE.CIN,56
9149,CONS FLSPK FLSPK_T1,CONS.PFZT,57
9150,DECO OMAHA1 JMPMP1OMAHA1,DECO.SUPP111,56
9151,CONS BRDVL BRDVL_T1,NSP.BR_DIR_TR1,61
9152,EAI MAGEST T1,AMIL.MES,57
9153,EES ELTON8 T2,EES.NELSON2,75
9154,NSP WESCOTT WESCOT1,CSWS.PRESCOTT,62
9155,OTP DAWSONOT DAWSON1,OTP.MDU.BSTON1,59
9156,SME CRNF13 LD_CRANFIELD,CIN.ESR.CRANE,56
9157,CONS MEADOWBK T1,CIN.EDWCT1,62
9158,EES CPCHEM LD1,EES.CC.JWL_1,69
9159,NIPS ASHLANDP ASHLANDP,NIPS.HWND1.IPL,56
9160,EES SELMAN T3_5,EES.LA3,64
9161,ALTW NORWOOD NORWOO1,ALTE.WOOD.ESR,61
9162,ALTW WHTCHR LD1,ALTW.HCPD.TRU,64
9163,MEC ATLNTIC ATLNTI1,MEC.ALTM_1.AZ,62
9164,EAI EAIWES LD1,EAI.EAILD,78
9165,CIN PURDUE GEN2,CIN.HE.PSI,56
9166,AMIL STANTHNY STAN_34,AMIL.ANI_AANIT,63
9167,AMMO BERK BERK_80,AMMO.KIRK,62
9168,BREC SOWENSBO SOWENSBORO2,BREC.SEBREESO,58
9169,AMMO WRSN WRSN_80,WR.MOWR,58
9170,DECO TINKN TRF_2,DECO.PINE_TREE,60
9171,EAI GURDON T2,EAI.QUARTZ,61
9172,NSP GALESVI GALESV1,GRE.NSP.GREC,58
9173,ALTW PERRYD PERRYD1,ALTW.RIPPEY1,65
9174,LAGN MRYV MRYV,LEPA.MURRAY,56
9175,MEC AUBRN2 AUBRN1,MEC.HCPD.ABRN,60
9176,SIGE POINT POINT_DIST1,SIGE.POSYSLR1,51
9177,UPPC TIMBER TIMBER,UPPC.INTEGRATD,56
9178,DECO BRSTL TRF_2,DECO.GDRRF.ARR,60
9179,WEC ELKHARKL ELK-LK_L4,EES.LKCHAR_CT1,50
9180,ALTW LKHURST LD1,ALTW.LOUIS.SLR,60
9181,ALTW HARRISNR HARRISNR1,ALTW.FAIR1.ARR,70
9182,WEC CENTER02 CENTER_L61,MEC.CENTURY_1,56
9183,DECO MENLO TRF_1,DECO.MONROE1,64
9184,WPS WESTON P-94,WPS.WESTON3,77
9185,CONS WLNTX WLNTX_T1,CONS.LUDINGTN1,61
9186,OTP JOLETE JOLETE2,ALTE.ALTE,52
9187,CONS HANAH HANAH_T1,CONS.JAXON_1,58
9188,EES STCHAR AUX_2B,EES.CC.LKCHAR,60
9189,CIN MARTSE_J PSI_6903C,CIN.PSI.IMPA,59
9190,NSP CHEMOL CHEMOL1,NSP.CHEMOLSPO,71
9191,NSP NRCHMND NRCHMN1,NSP.HAMPTN.MVP,55
9192,DPC HULL_DPC HULL_DP1,DPC.DPC,50
9193,MEC PATTREC PATTR_1,MEC.PRAIRIE,60
9194,NSP CHIS_CO CHIS_C2,CONS.CHS2,64
9195,AMIL WILLIOPO ILLTP,AMIL.IP.IMEA,58
9196,ALTE LONDON01 LDN_24KV1,ALTE.ONIONRIV,50
9197,MEC WATRWRKS WATRWR2,WR.MEUCFRED2,50
9198,OTP CASS_LK PIPELN,CSWS.HOPE,52
9199,WPS 2NST_WPS LD_T1_WPS,WPS.FOX_ST1_2,51
9200,WEC SUMMIT02 SUMMIT_L126,WEC.EITM_LZ01,54
9201,ALTW WELLS WELLS1,ALTW.WELLS1,79
9202,AMMO MLNE MLNE_79,AMMO.MERAMEC2,60
9203,CIN 08PRNCTN BK2_69,CIN.08NOBSN2,58
9204,CONS RESRT RESRT_T2,CONS.CRESCENT,62
9205,DECO ZENON_D TRF2,DECO.TRNCNL9,62
9206,NSP CDRVALE CDRVAL1,NSP.CEDARFAL,65
9207,DECO BENSN DC8418,DECO.CC.BWEC,62
9208,CONS NIPON NIPON_T1,CIN.TIPMONT,60
9209,AMIL BELL17TH BE17_3470,AMIL.SBL_ASIBL,49
9210,AMMO MASN MASN-71,AMMO.MARC_NEM,60
9211,DECO TROY3 TK3513,DECO.HNKP113,55
9212,WPS HOWARD02 LD_T2,WPS.FORWARD_LD,69
9213,AMMO VSSL VSSL_71,AMMO.CALF_1.AZ,58
9214,LAGN PMRD PMRD,OTP.MPC.LANGDN,57
9215,CONS WINN WINN_T1,CONS.LIVINGEN1,65
9216,WEC LAKEHEA0 LAKEHE_L90,WEC.GLACRHLS,46
9217,DECO D4849 SUB48,DECO.SUPP114,57
9218,CIN PERU PSI_69161,CIN.HE.PSI,64
9219,DPC BIGSPRI BIGSPR1,NSP.BSTAR1.WND,55
9220,NSP FIRSTLK TR1,NSP.INVRHL3,54
9221,EES GUR 3C,EES.CC.LKCHAR,61
9222,WPS REDMAPL LD_T2,AMIL.WPSE.DM,55
9223,DECO AMHST TRF_1,DECO.GDRRF.ARR,60
9224,EES BAKER_E T1,EES.SWTZ1.ARR,67
9225,WEC ERG AUX1,WEC.ERG1,70
9226,CONS ULTIUM TR2,CONS.GRATIOT,59
9227,MDU GRENORA GRENOR1MDU,GRE.MP.GRE,56
9228,SME FLNC13 LD_FLORENCE,MEC.LUNDGREN,53
9229,NSP DICK_SS DKN_69_SS,NSP.CMMPA.KASS,51
9230,SIGE 10KINGS T2,SIGE.CIN,61
9231,AMIL BONDVIL TR3,AMIL.TILTU3,67
9232,EAI STUT_I LT2,EAI.STUTTGART,59
9233,AMMO ARNO ARNO_73,AMMO.KAHO_1.AZ,65
9234,CONS GOLDN GOLDN_T2,CONS.LUDINGTN2,67
9235,MEC SUB_104 TR1,MEC.STORMLK_1,57
9236,NIPS IMPACTF IMPACTF,NIPS.IMPA_1.AZ,65
9237,CONS RIGA RIGA_T1,CONS.GRATIOT1,67
9238,WR PLPS PLPS_73,NSP.UPLS_3.AZ,50
9239,ALTW CORSAIR LD1,ALTW.PIOPRAIR1,73
9240,MIUP SAGOLA SAGOLA_L6,MIUP.PEAVYFALL,51
9241,AMIL PARS2 PARS_788,AMIL.PSG2.IMPA,61
9242,DECO BURBK LD1,DECO.LUD1,70
9243,SME CRNF13 LD_CRNFLD_DEN,CIN.ESR.CRANE,49
9244,EAI HSVLET T1,EAI.H_SPR1_CT1,59
9245,HE 07ALGIER A,HE.07LCPGEN1,64
9246,AMIL JOPA_CIP JOPS_736,AMIL.CIPS.AZ,59
9247,DECO OGIHA TRF_1,DECO.OLIVRP11,62
9248,EMBA GRNWOD GRNWOD_MEAM,EMBA.MEAM,56
9249,DECO BENSN DC8234,DECO.CC.BWEC,62
9250,ALTW MARQUET MARQUE1,ALTW.MQOKT.ARR,65
9251,DPC YELLOWR YELLOW1,DPC.FILMOR.SLR,55
9252,MEC EMTSBRGE EMTSBR_1,MEC.CENTURY_1,53
9253,MEC SUB_40 TR2,MEC.NEALS_4,56
9254,NSP JEFFERD JEFFER1,NSP.JEFFERS2,65
9255,NSP WINONA2 WINONA1,NSP.OWATONA_7,56
9256,GRE BLKBRYLC GRE_TR1,GRE.GRE.CXS,58
9257,CIN PURDUE LD,CIN.PSI.LMU,58
9258,ALTE WAUTOMA WAU_T41,ALTE.WAUTOMA,75
9259,MEC SUB_101 TR1,DECO.SUPP111,59
9260,EES IRSSOL AUX,EES.IRISSOLAR,74
9261,HE 07NW_HAV A,HE.07LCPGEN1,48
9262,ALTW JACKSNT JACKSN2,ALTW.NCENT.ARR,59
9263,CSWS CAMP10 T1,BREC.SMTH1.AMP,57
9264,NSP LKHAZEL CHASKA,NSP.CMMPA.KEN,58
9265,CIN CONR_ILL BK1_69,CIN.CONRSV.ARR,55
9266,CONS HENDERSH TB1,CONS.HRSY10,64
9267,AMIL CAT1 TR2,AMIL.CC.GDTWR2,74
9268,ALTW VINTONMU L1,ALTW.LIMEC1,59
9269,LAGN SWEU SWEU,AMIL.SSWE,52
9270,CONS WAYLAND WAYLD_T1,CONS.ZEELAND2A,57
9271,WEC ARL ARL_L7,AMIL.SWEC.ARR,67
9272,MEC RWELCTY RWELCT1,WEC.PORTWCT1,58
9273,EES NEDRLN T1,EES.NELSON1,75
9274,CONS LEWTX LEWTX_T2,CONS.LWEP,57
9275,ALTE HAMILTO3 HAM_T31,AMIL.ALSEYCTG3,57
9276,DECO ISLANDVW TRF_1,DECO.PHEASANT1,61
9277,SOCO GULFPORT LD_LANDON_RD,SOCO.FORIN.ARR,45
9278,AMIL GCTY_STL 69,AMIL.CSTN3,62
9279,DECO HURST XF_1,DECO.TURTLE1,67
9280,ALTW RIVRRUN PENFORD,ALTW.ENDV,62
9281,EES BLDSPR T1,EES.SWTZ1.ARR,62
9282,EES HIGHIS T1,EES.LONSTR1,58
9283,EES NCR SLEMCO_TOT,EES.SLEMCO,71
9284,GRE EBETHEL GRE_TR1,OTP.GRE.DEUEL,56
9285,BREC JOY JOY,DECO.BLR2.DEMO,54
9286,AMIL TILTONEC TEC2_AUX,AMIL.DEB_ALTON,67
9287,CONS VETRX VETRX_T2,CONS.COVRT1_ST,61
9288,DPC NELSONDP NELSON1,NSP.DANIELSN1,67
9289,GRE WESTEND GRE_TR2,GRE.SMP.GRE,60
9290,NSP SOSIOUXF SOSIOU4,NSP.SHAKOBIO1,48
9291,NIPS BURDICK BURDICK,CIN.NIPS.JRDCK,65
9292,OTP PRAIRIE2 TR_MPC1,AMMO.HIPRAIRIE,53
9293,AMIL NEWTON2 NORRISDC,AMIL.NORRISDC,76
9294,EES CONVNT T1,EES.CONC,67
9295,ALTW MEDIAPLS MEDIAP1,ALTW.MRES_1.AZ,57
9296,ALTW MEDORARC WHITOAK1,ALTW.PRARC1,61
9297,ALTW WSTSDALT WSTSDA1,ALTW.ALTW,53
9298,CONS LOVEL LOVEL_T2,CONS.POLRS.SOL,61
9299,NSP DODGECEN TR3,DECO.RPSN3.MVP,53
9300,CONS ETNRS ETNRS_T1B,CONS.SESB,62
9301,BREC HUSBANDS HUSBDRD,BREC.UNBRIDLED,57
9302,OTP BERG BERG1,OTP.CENTER1,64
9303,SME BHVN13 LD_BROOKHAVEN,NSP.BLKBROOK,50
9304,UPPC N_BLUFF GLA_NORTHBLUF1,UPPC.GLADSTONE,49
9305,ALTE CRANSTON CRN_12KV1,ALTE.TOWNECT_2,59
9306,CLEC DUBON7 T1,CLEC.HUNTER5,62
9307,EAI MT_PLS T1,EAI.UPS4_CT1,64
9308,BREC SKILLMAN B,BREC.SKILLMAN,93
9309,IPL 16MILL LD_S,AMIL.PLST,58
9310,BREC RIVERDG RIVEREDGE_LOAD,BREC.SEBREESO,50
9311,CIN TETC12 BK1_69,CIN.WHEATCTG2,53
9312,ALTW GU_CTR GU_CTR1,ALTW.MGS_CT1,65
9313,DPC HAUGEN HAUGEN1,DPC.GENOA3,57
9314,MIUP MQTSTM LD11,MIUP.DFTR13N1,55
9315,MP IRONJCT TR1,OTP.MPC.COYT1,52
9316,GRE MEADWBK GRE_TR1,GRE.MP.GRE,62
9317,EES MUDLAK T1,EES.LA3,60
9318,ALTW WINBCITY GRE_TR1,ALTW.NCENT.ARR,63
9319,GRE CORCORN2 GRE_TR1,GRE.REC.CC2_AC,59
9320,EES VCT T1,EES.ETEC,67
9321,ALTW COLNSNW T2,ALTW.LANSIN4,67
9322,EES ROUX_SL SLEMCO_TOT,EES.SLEMCO,62
9323,NSP LINCNCO LINCNC1,CONS.ALPINE01,56
9324,DECO GREGR TRF_2,DECO.DIGG2,62
9325,LAGN KLON KLON,LAGN.LAGN,61
9326,SIGE 10BNVL T1,SIGE.10CULGN3,59
9327,DECO PADOK TRF_1,DECO.PLACDP12,62
9328,NSP UPP_LEV TR3,NSP.OTP,55
9329,NSP COUDERAY 265,NSP.CODA.BYLL,62
9330,NSP WASECMUN WASECM3,NSP.SMPM.S3,58
9331,CIN 08WVMONI TIPMONT,CIN.TIPMONT,71
9332,EES MARKSX MARKSV1_LPL_LD,EES.IRISSOLAR,47
9333,CIN CHRYSL_N BK2_69,CIN.CAYUGA.2,52
9334,ALTW BCWIND GRE_TR1,GRE.ALTW.ENDVI,67
9335,CIN PERUREMC BK1_69,CIN.HENRYCO.1,56
9336,CONS DAVPT DAVPT_T1,CONS.WVPA_1.AZ,61
9337,DECO DAVIS_TP DAVISDAVIS_TP1,DECO.CMSM_1.AZ,48
9338,CIN BEANBLSM PSI_6949H,CIN.PSI_3.AZ,59
9339,EES FWL T1,EES.JWL_CT1,76
9340,MPW SO_SUB SO_SUB_9,MPW.UNIT_9,48
9341,IPL 16EAST LD_N,IPL.16EVST9,69
9342,MEC RIVSIDE QCA8T3,MEC.RIVSID.ARR,62
9343,NSP UMORE TR3_LOAD,NSP.NSTARSOLAR,56
9344,NSP MIDTOWNX TR1,NSP.GDMEADOW,57
9345,MEC INDIANCK INDIAN2,MEC.DIAMNDTR1,55
9346,CONS SELPR SELPR_T1,CONS.SPRTN,62
9347,CONS RODGR RODGR_T1,CONS.GRATIOT1,62
9348,DECO TARUS TRF_1,DECO.TURTLE1,64
9349,NSP HASTING2 HASTIN1,NSP.HATFIHAT1,67
9350,WPS 4THAVE 4THAVE691,WPS.CUSTEGEN1,48
9351,ALTE NSTOUGHT NST_T41,OTP.NSPP_1.AZ,53
9352,NSP ELLOTPK ELLOTP1,NSP.ELLIOTPK1,69
9353,AMMO HLST HLST_81,AMMO.TS1,64
9354,SOCO LIZANA LD_LIZANA,SOCO.FORIN.ARR,51
9355,SME NFLD13 LD_NORFIELD_A,MEC.LAUREL_1,50
9356,WPS STRATFOR STD_T2,WPS.FOX_ST1_2,50
9357,EAI MURFET T1,EAI.QUARTZ,61
9358,DECO LARK LARK2,DECO.LAKEIRIS,64
9359,EES RAY T3,EES.LA3,71
9360,NSP WATERTWN WATERT1,NSP.W_TRIW_TR,61
9361,EES MIDWA3 T2,EES.WATRFD2,67
9362,NSP WESTSALE WESTSA1,NSP.WESTSID1,62
9363,CIN WHITESV2 BK2_69,CIN.GIBSON.2,52
9364,MP FLDWOOD FLDWOO3,ALTW.LEDYD.MVP,56
9365,CLEC HOPKIN HOPKN_XFMR1,CLEC.HOPK1.ARR,54
9366,DPC FESTIDP FESTIN1,WPS.DPC.WESTN4,55
9367,CIN 08GRDALE BK1,CIN.08NOBSN1,57
9368,CONS BRDWX BRDWX_T1,NSP.BR_DIR_TR1,61
9369,BREC POPLGROV POPGROV,BREC.NIPS.GRSL,51
9370,SME EUCUTTA LD_EUCUTTA,MEC.CMMPA.ELD,46
9371,WPS SUAMICO LD_T2,AMIL.WPSE,54
9372,AMMO RUDR XF_2,AMMO.AUDRN22,69
9373,EES VALTIN T2,EES.VIDALIA,67
9374,SOCO NECAISE LD_SPENCE,NIPS.STJOHN.LN,50
9375,CONS BUROW BUROW_T2,NSP.BUFFR_TR2,56
9376,AMIL INA TR_2,AMIL.CCG_2.AZ,69
9377,CONS BAUMS BAUMS_T2,CONS.CCG_2.AZ,56
9378,EES HKS T2,EES.JWL_ST2,67
9379,NIPS HONEYCRK NO_2_XFMR,NIPS.EWNMAC.NU,49
9380,WEC MCO_WEC T5Y,WEC.KAC_GE5CT,64
9381,NSP KEGANLAK KEGANL1,NSP.ALTM_1.AZ,55
9382,CIN N_PALSTN BK2,CIN.MARKLND.2,62
9383,NIPS IDAVILLE IDAVILLE,NIPS.BAILY.ARR,56
9384,MP HIBBTAC HIBBTA2,MP.HIBBAR3,57
9385,EES REP 2A,EES.EGMP_1.AZ,70
9386,AMMO VIAD VIAD_72,AMMO.WVPA_3.AZ,65
9387,SME LMAN13 LD_LORMAN,MEC.MEAN.LD,58
9388,AMIL SQIN SQIN_265,CIN.PSI_2.AZ,60
9389,CONS NWERJ NWERJ_T1,CONS.PINERVR1,62
9390,DECO PARDL XF1,DECO.PLACDP12,67
9391,CIN 08TTCPPE LD1,DECO.LOAD.CNE,48
9392,CIN URBANA BK1_69,CIN.GIBSON.1,55
9393,NIPS PURDU_NC PURDU_NC,NIPS.PRATTIND,51
9394,OTP AVIKO AVIKO1,OTP.HILS_1.AZ,55
9395,NSP NEWULMMN TR_SMPA,NSP.SMP,52
9396,ALTW LINDENGR LINDEN1,ALTW.INDEPWIND,69
9397,MEC OSKALOSA TR2,MEC.PALOALTO1,62
9398,CONS STANW STANW_T1,CONS.SCWND1,60
9399,CIN MRSHFLD BK1_69,CIN.MARKLND.1,65
9400,OTP DEUELHAR DH_SS_EREC,OTP.GRE.DEUEL,67
9401,CIN 08LAFYTE A,CIN.CAYCT.4,56
9402,AMIL MISS MISS_74,AMIL.AMILSES,62
9403,NSP TROY_R TROY1,NSP.STONERAY,57
9404,EES DOWNVL T148,EES.DOWCHEM,54
9405,AMIL SBLOOM SBLM_3397,AMIL.SBL_ASIBL,69
9406,EES HARAHN T3,EES.LKCHAR_ST,62
9407,SIGE SIG_DVON T1,DECO.SIGEL1,59
9408,EMBA GRNADA T3,EMBA.RGDS,61
9409,WEC FEBRANTZ FBRNTZ_L61,WEC.GERMANOT4,50
9410,WEC NIMBUS24 T13,WEC.UNIVEV130,55
9411,AMIL MATW 12KV_TR4,AMIL.AEM.CAT,53
9412,IPL 16SW LD_H,ALTW.LKFLD.IPL,59
